Project #11891655:
Spearman - 
,Commits,Failures,Betweenness Centrality,Closeness Centrality,Degree Centrality
Commits,1.0,0.9274621837912767,0.8018414987111867,0.8704687116170979,0.9710580905804495
Failures,0.9274621837912767,1.0,0.7822651478849065,0.8209560163659999,0.933476173518347
Betweenness Centrality,0.8018414987111867,0.7822651478849066,1.0,0.8976106256015546,0.8673713600339215
Closeness Centrality,0.8704687116170979,0.8209560163659999,0.8976106256015546,1.0,0.9261979329972908
Degree Centrality,0.9710580905804495,0.9334761735183469,0.8673713600339213,0.9261979329972909,1.0
,Commits,Failures,Betweenness Centrality,Closeness Centrality,Degree Centrality
Commits,0.0,1.0,1.0,1.0,1.0
Failures,1.0,0.0,1.0,1.0,1.0
Betweenness Centrality,1.0,1.0,0.0,1.0,1.0
Closeness Centrality,1.0,1.0,1.0,0.0,1.0
Degree Centrality,1.0,1.0,1.0,1.0,0.0
Precision & Recall - 
Threshold,0.25
0,0.7569169960474308,0.8131634819532909
1,0.7332053742802304,0.8488888888888889
2,0.7916666666666666,0.8260869565217391
3,0.7494780793319415,0.8013392857142857
4,0.779874213836478,0.7965738758029979
5,0.7494736842105263,0.8240740740740741
6,0.7494908350305499,0.7880085653104925
7,0.7256461232604374,0.8220720720720721
8,0.756701030927835,0.8065934065934066
9,0.764,0.834061135371179
10,0.7797356828193832,0.7866666666666666
11,0.72,0.8475336322869955
12,0.7576374745417516,0.8
13,0.7310469314079422,0.819838056680162
14,0.7073170731707317,0.8345323741007195
15,0.75,0.8303571428571429
16,0.7408163265306122,0.8157303370786517
17,0.736,0.863849765258216
18,0.7346938775510204,0.8089887640449438
19,0.7720739219712526,0.8034188034188035
20,0.7791164658634538,0.8100208768267223
21,0.7326530612244898,0.8159090909090909
22,0.779835390946502,0.8348017621145375
23,0.6996124031007752,0.81859410430839
24,0.757847533632287,0.8125
25,0.7815845824411135,0.7934782608695652
26,0.7334558823529411,0.854389721627409
27,0.79375,0.7987421383647799
28,0.7383367139959433,0.8291571753986332
29,0.7484008528784648,0.8258823529411765
30,0.7647058823529411,0.7854166666666667
31,0.7459677419354839,0.8185840707964602
32,0.7214428857715431,0.8314087759815243
33,0.7296747967479674,0.8368298368298368
34,0.7875,0.7991543340380549
35,0.7569296375266524,0.7819383259911894
36,0.762906309751434,0.8093306288032455
37,0.7450592885375494,0.843400447427293
38,0.7406679764243614,0.843400447427293
39,0.7400793650793651,0.8215859030837004
40,0.7234468937875751,0.8260869565217391
41,0.7334630350194552,0.798728813559322
42,0.7485265225933202,0.8485523385300668
43,0.7215189873417721,0.7953488372093023
44,0.7024291497975709,0.7977011494252874
45,0.7588357588357588,0.8093126385809313
46,0.778705636743215,0.778705636743215
47,0.7422680412371134,0.8126410835214447
48,0.7561475409836066,0.827354260089686
49,0.7305263157894737,0.7995391705069125
50,0.7768421052631579,0.8004338394793926
51,0.750524109014675,0.8026905829596412
52,0.7775467775467776,0.8077753779697624
53,0.7831325301204819,0.8158995815899581
54,0.7258064516129032,0.8108108108108109
55,0.74573055028463,0.81875
56,0.7750511247443763,0.8029661016949152
57,0.7600806451612904,0.8072805139186295
58,0.7563352826510721,0.8185654008438819
59,0.750996015936255,0.8177874186550976
60,0.7843511450381679,0.8090551181102362
61,0.75049115913556,0.8268398268398268
62,0.7537473233404711,0.8073394495412844
63,0.7330754352030948,0.851685393258427
64,0.7566539923954373,0.8414376321353065
65,0.7763975155279503,0.7944915254237288
66,0.7367387033398821,0.8389261744966443
67,0.7373540856031129,0.831140350877193
68,0.7410881801125704,0.8229166666666666
69,0.7334630350194552,0.8285714285714286
70,0.7761806981519507,0.8094218415417559
71,0.7597535934291582,0.7889125799573561
72,0.7813121272365805,0.786
73,0.7804878048780488,0.8050314465408805
74,0.774,0.8012422360248447
75,0.7524557956777996,0.8166311300639659
76,0.75,0.8204592901878914
77,0.7301587301587301,0.863849765258216
78,0.7784431137724551,0.8280254777070064
79,0.7755511022044088,0.8269230769230769
80,0.7730192719486081,0.8022222222222222
81,0.7341513292433538,0.8310185185185185
82,0.7602459016393442,0.7978494623655914
83,0.7542016806722689,0.8031319910514542
84,0.7810526315789473,0.7978494623655914
85,0.7535641547861507,0.8295964125560538
86,0.7626774847870182,0.8209606986899564
87,0.7489878542510121,0.8078602620087336
88,0.7536842105263157,0.8117913832199547
89,0.777120315581854,0.8123711340206186
90,0.774617067833698,0.7763157894736842
91,0.7276341948310139,0.7973856209150327
92,0.7565922920892495,0.8091106290672451
93,0.75,0.8211206896551724
94,0.7479838709677419,0.8171806167400881
95,0.7587628865979381,0.8034934497816594
96,0.7270955165692008,0.8419864559819413
97,0.7571743929359823,0.792147806004619
98,0.739406779661017,0.8135198135198135
99,0.7628458498023716,0.8354978354978355
Mean,0.7528573576314046,0.8155454338149182
Median,0.7530099752319752,0.8133416477365523
Standard Dev.,0.020488092502961228,0.018579994936658968
-,-,-,-
